"spotify_id";"name";"artist";"position";"genre_name"
"2o9VAWKD7yvnyrBRw9tzgH";"The Width of a Circle - 2015 Remaster";"David Bowie";"2990";"1970"
"39AAt95Ts6PIHgMJfnHTNr";"In The Wake Of Poseidon";"King Crimson";"2991";"1970"
"1fgQSrUXq0GJbvZuMXZ9bN";"Make Me Smile - 2002 Remaster";"Chicago";"2992";"1970"
"1dw3kGhWYMNP4tYMWHvLxg";"Till the Morning Comes";"Neil Young";"2993";"1970"
"7JFT4vlqldsc9INK5NZQSe";"Good Morning Rain";"Bonnie Dobson";"2994";"1970"
"4jovm2cvQh5HqTlH7xksdL";"Glow Worms";"Vashti Bunyan";"2995";"1970"
"6bxGon0XnIhxrxggAWbIK0";"But I Might Die Tonight";"Yusuf / Cat Stevens";"2996";"1970"
"25rFfWEpkArgtYJiSSn7cU";"Memory Band";"Minnie Riperton";"2997";"1970"
"4sDwb3scwhTsIRIkqMDItv";"Flying";"Faces";"2998";"1970"
"4QPAaV9vsM2EhksVcGBbDX";"Give Me Just a Little More Time";"Chairmen Of The Board";"2999";"1970"
"0dJ6WCwjkVBfh4h3vyzIeb";"Powerman (2020 Stereo Remaster)";"The Kinks";"3000";"1970"
"1vcmEqKQAHlnV2fcNdJjEt";"Incident at Neshabur";"Santana";"3001";"1970"
"3MEsh9TCi4D03XLhMgYw2u";"Walkin' In The Rain";"Jay & The Americans";"3002";"1970"
"4JW5zLMjI7JymdPrjo0UGh";"We Have Love";"Amnesty";"3003";"1970"
"6vgKWE1KV4E7p1Dv75z0kL";"Azul Da Cor Do Mar";"Tim Maia";"3004";"1970"
"5PQ2BY7CPSZJTElnxFG4qw";"Carmenza";"Los Gatos Negros De Tiberio";"3005";"1970"
"1ovcNC9b3bnQOOLpAisZ7C";"Dreams";"Buddy Miles";"3006";"1970"
"3yLfTf22Z4QnjrDNVq6HQu";"The Bells";"The Originals";"3007";"1970"
"63TCv4M85eKqUWT6Etu3UN";"Tropicando";"Les Baxter, 101 Strings Orchestra";"3008";"1970"
"4IC87geBnjbgduIfAz5xbd";"Tippi-Toes";"The Meters";"3009";"1970"
"3NPRgabPA6oqnYbq6m8pCj";"Casey's Last Ride";"Kris Kristofferson";"3010";"1970"
"3XakxuD3V9fsoIHVRB2E6I";"Both Sides Now";"Glen Campbell";"3011";"1970"
"0wVsSz391qR4eORwDy3Xvg";"Sweet Sir Galahad";"Joan Baez";"3012";"1970"
"5On3jW8UBfuYJtdqyY9hNQ";"Sit Yourself Down";"Stephen Stills";"3013";"1970"
"55q7rylDWUZt7WjImvmPPs";"Come To My Garden";"Minnie Riperton";"3014";"1970"
"6aX2us6wkm65BFqs8deyiF";"Winter Is Blue";"Vashti Bunyan";"3015";"1970"
"77cNhikwSwGJdls6slQy7k";"Down on the Street";"The Stooges";"3016";"1970"
"4CCLOGJX19mWFBDHSnifm9";"Cripple Creek Ferry";"Neil Young";"3017";"1970"
"26iYlPGlcfkHDlmZSVMIwc";"Sit Down Young Stranger";"Gordon Lightfoot";"3018";"1970"
"3TAJx9S2t0dH9Slo908D9t";"What Is Life (2020 Mix)";"George Harrison";"3019";"1970"
"2sHahlW8ib7C7GkuV39tKR";"Up The Ladder To The Roof";"The Supremes";"3020";"1970"
"2WNaoHyCOXTpkwJaXPr7LZ";"I Dig Love (2014 Remaster)";"George Harrison";"3021";"1970"
"0Oipytskw32e2d0NzW2wnc";"Us - Remixed & Remastered 1994";"Thad Jones, Mel Lewis";"3022";"1970"
"2IAmL20tcnaitCWZC3DU12";"Brazil (Aka Aquarela do Brasil)";"Antônio Carlos Jobim";"3023";"1970"
"5Gk4KkKIltOYoDPPlZVOHp";"En un Bosque de la China Remastered";"Cepillin";"3024";"1970"
"4ZLCgL87SsunLPzK2TuShg";"I'll Be Your Lover, Too - 1999 Remaster";"Van Morrison";"3025";"1970"
"4NXNW4eqf9JXLhWFRjwFh9";"Everybody Is a Star - Mono Single Master";"Sly & The Family Stone";"3026";"1970"
"6JFmn1H069CltJZjEI050q";"That's All I Need To Know";"Sam Cooke, The Soul Stirrers";"3027";"1970"
"2EMbmv3QK30GIZYJEL0Gwc";"The Preacher And The Bear";"Jerry Reed";"3028";"1970"
"4Dgus4Z1Dtbkv3BOnuwFf5";"This Is Not a Song, It's an Outburst: Or, the Establishment Blues";"Rodríguez";"3029";"1970"
"2JdllRPH6a8NCpt2bpxpns";"Red Clay";"Freddie Hubbard";"3030";"1970"
"7A5QkHI3pGJzVVYRUrUt6P";"Jesus Gave Me Water";"Sam Cooke, The Soul Stirrers";"3031";"1970"
"6g7bSMPsAcO1BYHueLyXQ9";"Christmas In My Home Town";"Charley Pride";"3032";"1970"
"15tLhnzO4o8fMOEjdZGfII";"Bitches Brew (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks)";"Miles Davis, Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland, Harvey Brooks";"3033";"1970"
"3SHzxLZRI5tYhJmgl23hOG";"Te Quiero, Te Quiero - Remastered 2016";"Nino Bravo";"3034";"1970"
"1V3Eip6APhGPat25IFCqzB";"Glad Tidings - 2013 Remaster";"Van Morrison";"3035";"1970"
"1LZQZxE7MTmNLvpPkAAXJT";"Birds";"Neil Young";"3036";"1970"
"5MIjLrGCsgIjLPRkmbAtRJ";"New Age - Full Length Version; 2015 Remaster";"The Velvet Underground";"3037";"1970"
"2tF6qsoOtu92PzCTk4OKOf";"Do What You Gotta Do";"Roberta Flack";"3038";"1970"
"5zIllFUqQjHI8EvY1RBlem";"Soleil";"Françoise Hardy";"3039";"1970"
"0eZK6mHnLp7A4EVdVJmqfs";"Freedom Rider - Remastered 2010";"Traffic";"3040";"1970"
"1mXVgbMGX8YGBm5KNcMh4i";"Anyday";"Derek & The Dominos";"3041";"1970"
"6Gqb3fskMAjy90VmIe0nVG";"Maybe It's You";"Carpenters";"3042";"1970"
"04h9o3gtRD7fvGafF7ukJj";"Eu Amo Você";"Tim Maia";"3043";"1970"
"4Jp5pt7xrG2DLkUtUtqhzl";"Sugar Magnolia - 2001 Remaster";"Grateful Dead";"3044";"1970"
"1HDLnDrZSxZ2Rb1yq9nZKK";"Brazil";"Geoff & Maria Muldaur";"3045";"1970"
"1ywPtwxo4xDy0u7HcREIHf";"Burning Bridges";"Mike Curb Congregation";"3046";"1970"
"023ieUg05POKHTm72t4Qng";"Brown Eyed Handsome Man";"Waylon Jennings";"3047";"1970"
"4Wi6OrpIzvG0dRHN8pVuTs";"Oh! Sweet Nuthin' - 2015 Remaster";"The Velvet Underground";"3048";"1970"
"0Q9jD2eRLLm4vKS0YrFLlo";"Silent Night";"The Temptations";"3049";"1970"
"1x6KtTuPUDLHEpmQHjzzwh";"My Christmas Tree";"The Temptations";"3050";"1970"
"6snDhzPoIyKGflF2trkEze";"Grabada en Mi Piel";"Los Gatos Negros De Tiberio";"3051";"1970"
"0dyl45luRLA8RqWMatfPuW";"The Look Of Love";"El Chicano";"3052";"1970"
"50UoJUrslRVqG0cg6uboyn";"One Bad Apple";"The Osmonds";"3053";"1970"
"1sdE5MvlTinP43rimOGc3Y";"Peace - A Theme";"King Crimson";"3054";"1970"
"4evj46yiEKdN8gr6K0e7PX";"The Letter - Live At The Fillmore East/1970";"Joe Cocker";"3055";"1970"
"4VnzKUBMB6cvog8Jvv1few";"Yellow River";"Christie";"3056";"1970"
"3VGzWMIxl4zuArW043WSGf";"Sympathy For The Devil - Live";"The Rolling Stones";"3057";"1970"
"2YmzLhrBrhPfzAA7BySWTi";"Paper Mountain Man";"Linda Perhacs";"3058";"1970"
"2vzEaWwBEOSIBcJ5r7joEG";"Station Man";"Fleetwood Mac";"3059";"1970"
"6j9Aw31ggzn1Y8PEykeREw";"Brokedown Palace - 2001 Remaster";"Grateful Dead";"3060";"1970"
"1iDEGFxf1S2ZOy8xGF3dhJ";"Key To The Highway";"Derek & The Dominos";"3061";"1970"
"55mwnnVCq90cdzFro3UFGZ";"Gospel Groove";"Shuggie Otis";"3062";"1970"
"6ChmSR25B7HtNc0qjnXSGg";"Smile a Little Smile for Me";"Flying Machine";"3063";"1970"
"4rlo1DiG1bhahO3cZjQEmB";"Beguine for Trombone";"Syd Dale";"3064";"1970"
"2BraNoGTcQWcQCNWi1qIYM";"Consolación";"Roberto Roena Y Su Apollo Sound";"3065";"1970"
"0XPT1KDaWBYVa7i6A2E2u3";"I Believe in You";"Neil Young";"3066";"1970"
"5o5fCEeIGC8igGmbXQZL8Q";"Raindrops Keep Falling on My Head";"Dionne Warwick";"3067";"1970"
"2USPHdk6yeyJ8K3QltMPka";"I Believe to My Soul";"Donny Hathaway";"3068";"1970"
"470muM8LJgSHIBlTRkMuyp";"Into the Mystic - 2013 Remaster";"Van Morrison";"3069";"1970"
"3VaeGLGtkUAbRQWJUoqOCE";"La Malanga";"Eddie Palmieri";"3070";"1970"
"5r1BxH58zZpdj51nVRXb2o";"Yeh Jo Mohabbat Hai";"Kishore Kumar";"3071";"1970"
"4PFk6tBiieQ3wyCeQxuRC7";"Lo Siento Mi Amor";"Lupita D'Alessio";"3072";"1970"
"1NdpYN5GCJSnj3S3mrxOcS";"Everyone - 2013 Remaster";"Van Morrison";"3073";"1970"
"1X3aOfOAtg26Z1oZkf9kJh";"Reach Out And Touch (Somebody's Hand)";"Diana Ross";"3074";"1970"
"1J5D4uTHMhiHCWxmuOinVy";"Make It With You";"The Main Ingredient";"3075";"1970"
"2TEq8wpp3h8FTbjM5zhYKu";"Crazy Love - 2013 Remaster";"Van Morrison";"3076";"1970"
"3WcES4bQFy1AupKkVFi5zT";"Just Pretend - Live";"Elvis Presley";"3077";"1970"
"2lMva3tTgQostvWbuOWyAW";"Live With Me";"Humble Pie";"3078";"1970"
"4ts4qtl704shlLJb1jkffh";"Airport Love Theme #2";"Alfred Newman";"3079";"1970"
"56WW0NJGe2PhvdkE8ltMhP";"El Eco de Tu Adios";"Rodolfo Aicardi, Los Liricos";"3080";"1970"
"76WEdM5L1tsllTGk2CW64s";"For Yasgur's Farm";"Mountain";"3081";"1970"
"3N3w5gL6yygktzLSYOZ4sQ";"Rose Hip November";"Vashti Bunyan";"3082";"1970"
"1vsTCdIbbVtKzj8t1uTMXH";"Darling Dear";"The Jackson 5";"3083";"1970"
"0s1PceKn7sF0Pc8bsnDN1t";"The Rapper";"The Jaggerz";"3084";"1970"
"2wBf6PGWOMrrAykBmxIF9X";"Share Your Love With Me";"Aretha Franklin";"3085";"1970"
"4mZR2nU40CkZK5EqsRXaC1";"Ooby Dooby";"Creedence Clearwater Revival";"3086";"1970"
"7B32ckntos5QYbV9o7GF3q";"Are You My Woman? (Tell Me So)";"The Chi-Lites";"3087";"1970"
"5VzGCjWLJtnfLzz8a6uHSS";"Lo and Behold - 2019 Remaster";"James Taylor";"3088";"1970"
"6a1E5VhaMHiG7B3WT9Sem2";"My Father's Gun";"Elton John";"3089";"1970"
"50w6PJJmcNzmqlQwts40x1";"Looking at You";"MC5";"3090";"1970"
"43cUOas7jWlbAuN0AIjd7Z";"Tanto tempo fa - Trumpet Version";"Piero Umiliani";"3091";"1970"
"1EoQjX52kziNxbFEQZNh76";"ハイ・ジャック";"稲垣次郎とソウル・メディア";"3092";"1970"
"1JVvzXYupK5ED9KaX4VFW9";"Love or Let Me Be Lonely";"The Friends Of Distinction";"3093";"1970"
"3NH2FJUSV3HGXZRtOc3Uwj";"Tangerine - Remaster";"Led Zeppelin";"3094";"1970"
"15yPgUGyfykhZtheHVVXkm";"Look At You Look At Me";"Dave Mason";"3095";"1970"
"2vkeOv5wDFgHFSBKbcX3SY";"My Sweet Lord (2000) (2014 Remaster)";"George Harrison";"3096";"1970"
"6jhvDPA1wPvyZgt4Sd0jV2";"Morning Morgantown";"Joni Mitchell";"3097";"1970"
"6aC8NTVpetj62Ajixqzlsb";"Sweet Sensation";"The Melodians";"3098";"1970"
"5VKURKW25ync9ffIg6UqRa";"Ain't No Mountain High Enough";"Marvin Gaye, Tammi Terrell";"3099";"1970"
"5arnJj92N08FfBrWcCtIRs";"New York City";"The Statler Brothers";"3100";"1970"
"5x9239aGsatbpoPHSbDXBv";"Look-Ka Py Py";"The Meters";"3101";"1970"
"6H3E8pddj7pOMnkXHASoO6";"Oh, Lonesome Me";"Neil Young";"3102";"1970"
"5WxhfTbMo6nVDOEHoU2tER";"Las Mañanitas";"Cepillin";"3103";"1970"
"2RBQAtDa21nzhSNdJwkopD";"Essa Moça Tá Diferente";"Chico Buarque";"3104";"1970"
"4FzVgf3e1KGwRbFRWPI05W";"Layla";"Derek & The Dominos";"3105";"1970"
"7AD0HyWHuDjcS74zGAzOhO";"Choro";"Antônio Carlos Jobim";"3106";"1970"
"6FBe08MU9LCDK35IQfiLpY";"Celoso";"Roberto Luti";"3107";"1970"
"769OeqqYJcSQjvVquDWfYf";"Hummingbird";"B.B. King";"3108";"1970"
"1wnr4iVHM8mRNtYEzf3WDV";"Forearm Shiver";"Sam Spence";"3109";"1970"
"4uEYpkj1LftTpAXpUwqQo0";"Samba E Amor";"Chico Buarque";"3110";"1970"
"3EgkmxKS8IN08vbdoL7cFi";"Wichita Lineman";"The Meters";"3111";"1970"
"173QBlAeVznGkhxvNYvjYg";"In a Bossa Mood";"Gordon Rees";"3112";"1970"
"1DA8zKVVOdaZomJyRX1zjM";"The American Ruse";"MC5";"3113";"1970"
"24mZHxxTvEpNUAmcY1o9vw";"Joanne";"Michael Nesmith, The First National Band";"3114";"1970"
"7sc6LtTxqQJjE73oMpIZSq";"Saturday Clothes";"Gordon Lightfoot";"3115";"1970"
"1I7N0sIirAAmivVYvMl99a";"To See My Angel Cry";"Conway Twitty";"3116";"1970"
"6iNVkg4wtHiAv1MW3OzxcV";"Minstrel of the Dawn";"Gordon Lightfoot";"3117";"1970"
"1tPEhOQMRKHeWn7nJwUkqO";"Operator - 2001 Remaster";"Grateful Dead";"3118";"1970"
"6vG4oazWuYOaMnHyLJmOMe";"Sweet Caroline - Live";"Elvis Presley";"3119";"1970"
"4gyLNOeQxBTwHUKgyXPrh2";"Deirdre - Remastered 2009";"The Beach Boys";"3120";"1970"
"0zH63dNKyJBCxWROIVODnU";"Theme from ""Love Story""";"Henry Mancini";"3121";"1970"
"0JqDfzUZZi86BoZnx1MPQv";"Believe Me - Remastered 2010";"Badfinger";"3122";"1970"
"1Lz4jdRF4Li6cLRjkmAAdE";"Sorry Suzanne - 1998 Remaster";"The Hollies";"3123";"1970"
"1a75L8LvFXhHewsANrF3K5";"You Don't Know What's Going On";"Exuma";"3124";"1970"
"2ZnsnOk8bEM6LIUUUpWgDV";"All the Madmen - 2015 Remaster";"David Bowie";"3125";"1970"
"6zpPyMFnLMO5xcSVmvm0FP";"Theme for an Imaginary Western";"Mountain";"3126";"1970"
"7dzKmqGnoJL5tr0DXdvLBJ";"Why Did You Go, Why Did You Leave Me?";"Labi Siffre";"3127";"1970"
"5WDhqq4AlF4nuaep2QWDdE";"Zindagi Kaisi Hai Paheli";"Manna Dey";"3128";"1970"
"75plL57ZziEQ5tM9VKJkw2";"First Time I Met The Blues - Single Version";"Buddy Guy";"3129";"1970"
"6GPkBUXMrGSkwK3TrrHHXN";"Muchacha (Ojos de Papel)";"Almendra";"3130";"1970"
"5xab2UKCrgMhbNWjLq08gq";"Can't Stop Worrying, Can't Stop Loving - 1970 Studio Version";"Dave Mason";"3131";"1970"
"60J9Sp7F4w1NU8ZVEfCZjG";"Ma Belle Amie";"Tee-Set, Peter Tetteroo";"3132";"1970"
"7HQUto39ZFkvGI9q4kRUnN";"Candyman - 2001 Remaster";"Grateful Dead";"3133";"1970"
"3YUZnm1jjJiD9dzNjZFvnL";"Variations on an Original Theme, Op. 36 ""Enigma"": IX. Nimrod (Moderato)";"Edward Elgar, Sir Adrian Boult, London Symphony Orchestra";"3134";"1970"
"7tKThAWCTqEaksY09wViaq";"For the Good Times";"Kris Kristofferson";"3135";"1970"
"14L7bSbRnV8qVx2maqEerm";"風月";"黃齡";"3136";"1970"
"5i1T44coT8wyZpCMd4F4O8";"I'd Rather Go Blind";"Christine McVie";"3137";"1970"
"3VPCoKvrQ1Hi29Dwh44UTR";"The Barbarian - 2012 Remaster";"Emerson, Lake & Palmer";"3138";"1970"
"1TEvvaq5thKufLYdlwZV6d";"Big White Cloud";"John Cale";"3139";"1970"
"2N0r8LeVGHa8IA5Y6pGVcQ";"Llegando, Llegaste";"Piero";"3140";"1970"
"5h6nLbFuKBhqHiBThU505n";"Serenata Sin Luna";"José Alfredo Jimenez";"3141";"1970"
"3n4x97RfPCjiGy9KoWCKZ2";"El Condor Pasa";"James Last";"3142";"1970"
"1T1s83GwCXB8aAhqlmhjGM";"Pelle di luna";"Piero Umiliani";"3143";"1970"
"0Gms0Ad9iBfwoInbDbSoLn";"Come Into My Life - Single Version";"Jimmy Cliff";"3144";"1970"
"2kdEQFbmRUPL4AQdjytPMZ";"La ragazza dalla pelle di luna - Extended Version";"Piero Umiliani";"3145";"1970"
"2Aakqasjc65Fn8AnQPpznq";"Best of All Possible Worlds";"Kris Kristofferson";"3146";"1970"
"4k7THuNyDnUVsyjDRUoFRQ";"Cogele el Golpe";"Cachao";"3147";"1970"
"3FISu9q4bfbMJFl3Gwxukf";"Se bruciasse la città";"Massimo Ranieri";"3148";"1970"
"1oYeGnAbyODhUHO4jOMW9v";"Alan's Psychedelic Breakfast";"Pink Floyd";"3149";"1970"
"6dSdoRdRIJ7fUvxDRq9Ln1";"We the People Who Are Darker Than Blue";"Curtis Mayfield";"3150";"1970"
"2G7woUgHMt6QBU7esQ5rsL";"Immigrant Song - Remaster";"Led Zeppelin";"3151";"1970"
"6FWFb4tl0cnoGRIZvo51Hl";"Heaven Help Us All";"Stevie Wonder";"3152";"1970"
"03UEaEdYpuQm4pL0PlCZZd";"Carolina, Carol Bela";"Toquinho";"3153";"1970"
"1FIrnH3Dme6EyYNnd96svn";"New Morning";"Bob Dylan";"3154";"1970"
"5JujMIpKp8zbxEi2mHl29l";"Are You Sleeping?";"Harry Nilsson";"3155";"1970"
"50NYl80yWOTzcLs4tHlylJ";"La Vida Sigue Igual";"Sandro";"3156";"1970"
"6CwKnatbCIgxnzXLbVxvPi";"Isn't It a Pity (Version Two) (2014 Remaster)";"George Harrison";"3157";"1970"
"0l4ZuyGj3nZlMRGsczNdEf";"The Skye Boat Song";"The Corries";"3158";"1970"
"157mWe9z10R6B9tElxPfHx";"The Other Side of Life";"Bread";"3159";"1970"
"74KLJTuNE8YWqGiAjc00Zh";"I Love to Love";"Tina Charles";"3160";"1970"
"79h62Y1xkgFH11rSNMvv82";"Cosmic Empire (Day 2 Demo) (Take 1)";"George Harrison";"3161";"1970"
"6U4bZFS1R9NpBljsq1hQde";"Oh I Wept";"Free";"3162";"1970"
"4do1i6WwxBCnponPtzbLUh";"Sleepy Shores";"Johnny Pearson";"3163";"1970"
"2GaiUW6gAB1UH7XHoQw4NM";"California Dreamin' - With Cass Elliot And John Phillips Intro";"The Mamas & The Papas";"3164";"1970"
"4YxfKqE5ChTpbXh7M9RL9w";"Como Quisiera Decirte";"Los Angeles Negros";"3165";"1970"
"2FeGXAx6IbRfY8ULj8ubuB";"Stranger To Himself - Remastered 2010";"Traffic";"3166";"1970"
"6vTN1R3VB9f1hqFTOJo09n";"Cuando Nadie Te Quiera";"José Alfredo Jimenez";"3167";"1970"
"09HzhqeSYsFhKK2BfjHEJk";"Pictures Of A City";"King Crimson";"3168";"1970"
"3BjAnJwtlVoS7m3kdb6Y8i";"Yeh Sham Mastani";"Kishore Kumar";"3169";"1970"
"1eX5rQ3g0mqEGrNuZdb4jS";"Yesterday, When I Was Young - 1994 Remaster";"Shirley Bassey";"3170";"1970"
"06aWHX6U1AP5mBZp4FJRzB";"Only Good For Conversation";"Rodríguez";"3171";"1970"
"2OUlsjE0UMxMSaU9l2avEi";"Amazing Grace";"Judy Collins";"3172";"1970"
"5Fpe2DMiC7BujUQeZFY6IV";"A Little Less Conversation";"Elvis Presley";"3173";"1970"
"1Daqxoe5ywxlGwWo7FxqrI";"The Pony Man";"Gordon Lightfoot";"3174";"1970"
"49mwmdq3qB0Cjp7ItX5cur";"Let It Be Me - Live";"Elvis Presley";"3175";"1970"
"3gSoNTSGedgEAdaVfTPTnM";"Border Song";"Elton John";"3176";"1970"
"2RxYGOHMSm6nc9q9xyLtYq";"Light My Fire - 1994 Remaster";"Shirley Bassey";"3177";"1970"
"1cg2yhzKp09pgh5raK1A1s";"Tomás - 2024 Remastered";"Cepillin";"3178";"1970"
"72iTpFnzm7N5uWkPGfp1MU";"Take a Pebble - 2012 Remaster";"Emerson, Lake & Palmer";"3179";"1970"
"0NfzHXmhSG5fG92nmsruNU";"Give It Up Or Turnit A Loose";"James Brown";"3180";"1970"
"2xua22XyOXFs0y2VziBvQQ";"Lilywhite";"Yusuf / Cat Stevens";"3181";"1970"
"7bl6zqSKHaCqKWmu6MMhp0";"Gole Sang";"Anoushirvan Rohani";"3182";"1970"
"7dXQJlsVwPfBVHylTrMgIw";"Ey Yare Man (feat. Molavi)";"Anoushirvan Rohani, Molavi";"3183";"1970"
"2qpcJSPnZVImYrbhwrHST2";"Aateny El Nay We Ghanny";"Fairuz";"3184";"1970"
"3oncYZcPjP5G11gXhOzR5U";"My Baby Left Me";"Creedence Clearwater Revival";"3185";"1970"
"5NMJ9LHPYXWu02VlAVQOpp";"Love Like a Man - 2017 Remaster";"Ten Years After";"3186";"1970"
"3yBxQ1uG0CEU4WGgmil0Md";"Maybe You're Right";"Yusuf / Cat Stevens";"3187";"1970"
"1Vwvlg5av6Bfp9yjmu05yJ";"You Can Get It If You Really Want";"Desmond Dekker";"3188";"1970"
"5B3Zj2prDQT1VrYxXCzQg3";"Since I've Been Loving You - Remaster";"Led Zeppelin";"3189";"1970"
"3zptHVy08pFqDyfvLFA0wE";"Foggy Mental Breakdown";"Steppenwolf";"3190";"1970"
"4MGoSkWx55xHx7Ry01Hi5o";"No Compro Amores";"La Migra";"3191";"1970"
"6USVk2deCgh4U5QuNve7IV";"Exuma, The Obeah Man";"Exuma";"3192";"1970"
"5ikzxNue9a4uAQmSmTXZSi";"Take Me To The Pilot";"Elton John";"3193";"1970"
"7vDUPI7uKMuycuEp3cmmnM";"The Stealer";"Free";"3194";"1970"
"3LhjNv5iXXelvLVxn1s5Di";"Man We Was Lonely - Remastered 2011";"Paul McCartney";"3195";"1970"
"3DkQ37DCK6ZjGGGHpzhiji";"Un Minuto de Tu Amor";"Los Galos";"3196";"1970"
"0Q0E6Xe8OvefYLYfVPfRhs";"Engine Number 9 - Single Version";"Wilson Pickett";"3197";"1970"
"3ReOV0SALd6mcz8SCSZLGV";"Well Well Well - Remastered 2010";"John Lennon";"3198";"1970"
"6TXBbGLm89krX2OzBt5eMo";"My Guitar Wants To Kill Your Mama";"The Mothers Of Invention";"3199";"1970"
"2CPFaD7XlLP1ahIhjrvR84";"The Moving Finger";"Dorothy Ashby";"3200";"1970"
"0DcwpJL0RT6Y2jSxIumYAT";"Be My Friend";"Free";"3201";"1970"
"2PSo26j5LkdGu18mYM2ZdT";"What's Going On";"Taste";"3202";"1970"
"5BK9Rn5heqxOGI62AaCdh8";"Time Will Tell";"Jimmy Cliff";"3203";"1970"
"3ODBAK028eyO1KFK9tt9G4";"El Rey y Yo";"Los Angeles Negros";"3204";"1970"
"1QAZESj00Kr9jYcOcvHRh6";"Huracán";"Bobby Valentin";"3205";"1970"
"030ffOIPEEHxY86mYqVEQP";"Cat Food";"King Crimson";"3206";"1970"
"0W2ot5of6I9CS3LTR41n0f";"Yesterday";"Marvin Gaye";"3207";"1970"
"2G87Gj17vPsYtwCZxJNdK6";"Pagan Baby";"Creedence Clearwater Revival";"3208";"1970"
"1kjCyBnjlxZxZv9RNlXBbd";"Heartbreaker";"Aguaturbia";"3209";"1970"
"3vld6xuMouOc7xmNB0uaYY";"Tanto Adios";"Los Angeles Negros";"3210";"1970"
"3J1nV9wNN9yPwU9Lqdu1bP";"Morning Song";"Randy Brecker";"3211";"1970"
"2nYvF5Dc4rqdR8JzWAOYmY";"Reggae Merengue";"Tommy McCook & The Supersonics";"3212";"1970"
"48rnG6Jds7VWpfvbeZbPnj";"Born To Move";"Creedence Clearwater Revival";"3213";"1970"
"0XhaMfnLtL2kU9mT6fhSOU";"Cross Country";"Archie Whitewater";"3214";"1970"
"161gOWTZqCKPw7S5cRJ1BQ";"Descarga Caliente";"Rubén Blades, Pete Rodriguez";"3215";"1970"
"4HI5Oj2PgGwxtJJ0GjuLye";"Honey Come Back";"Glen Campbell";"3216";"1970"
"6BkeuHmO4P69Ln2BSonrXi";"Jumpin' Jack Flash";"Ananda Shankar";"3217";"1970"
"0cpTK1S7dSmnsTA1Xm0BcR";"Sign on the Window";"Bob Dylan";"3218";"1970"
"34zHUd57FDbb1NPCQ6ceFH";"Sufferin' In The Land";"Jimmy Cliff";"3219";"1970"
"4iKp3icJChjTFQBYbydH43";"I Can't Quit You, Baby";"Willie Dixon";"3220";"1970"
"6ahYKHJNAZFPSsK8CwxdgI";"Only You - Remastered 2015";"Roy Orbison, Alex Orbison, Chuck Turner";"3221";"1970"
"1R2n7mBDh7Rm0m4Ky3RXGZ";"I Think I See The Light";"Yusuf / Cat Stevens";"3222";"1970"
"5jEUZSxLX8EbuhcXncEnDE";"The Elephant Never Forgets";"Jean-Jacques Perrey";"3223";"1970"
"6FixOciblTbUmV9pLiYw1s";"Hey Joe";"Wilson Pickett";"3224";"1970"
"2f0iZpSuqiZk7nrFOzAlcW";"The Garden of Jane Delawney";"Trees";"3225";"1970"
"1V7dVTY6BJfZKZzOmhOryi";"Love Theme from ""Sunflower""";"Henry Mancini";"3226";"1970"
"0pKlIB10GmZCmXA1g5EhV5";"Lady of the Dancing Water";"King Crimson";"3227";"1970"
"68lgOYaGMBcDIDAlJUFvEo";"Ni por mil puñados de oro";"Cornelio Reyna";"3228";"1970"
"5eqa5daGLSUXWWtsqBLQbr";"Raindrops Keep Fallin' On My Head";"Perry Como";"3229";"1970"
"4nQNNwnIUUmFzVOcVVJCk1";"E.V.A.";"Jean-Jacques Perrey, Fatboy Slim";"3230";"1970"
"1xD3wZJSJEczE0WOVUhIkE";"Cry Me A River - Live At The Fillmore East/1970";"Joe Cocker";"3231";"1970"
"3OyJHHQG8gYSUG5BPIOlDY";"Color Him Father - Remastered 2022";"Linda Martell";"3232";"1970"
"6i9Uhx8fUHQu9aHXCjiu7B";"Sookie Sookie - Live At The Cliche' Lounge, Newark, New Jersey, 1970 / Remastered 2000";"Grant Green, Ray Blair";"3233";"1970"
"4b7FS62swyDhSMk7TBxL57";"Classical Gas";"Mason Williams";"3234";"1970"
"7sGDZTIceiHFWSUh6smsHs";"Let Me Try";"MC5";"3235";"1970"
"5vDImXyLguoCbkYASPf4xQ";"Before You Accuse Me";"Creedence Clearwater Revival";"3236";"1970"
"02SItk7vCciMvQnbbkvQ7c";"Katmandu";"Yusuf / Cat Stevens";"3237";"1970"
"5vD9A79tCg9acU8jvNKkKY";"Buddy and Lou";"Yusef Lateef";"3238";"1970"
"6nFDwc5UL1eW3ySZVxKxo1";"White Christmas";"The Temptations";"3239";"1970"
"74hdvS606AVw3dbgxldpdm";"Symphony No. 7 in A Major, Op. 92: II. Allegretto";"Ludwig van Beethoven, London Symphony Orchestra, Antal Doráti";"3240";"1970"
"3z22I9KvX08FKIlLFQHj97";"It's Too Late";"Derek & The Dominos";"3241";"1970"
